,date,lon,lat,vert,digit_date,E_mm,N_mm,U_mm
0,2016306,121.82941734,24.66443331,25.822,2016.8360655737704,4.055467259604484,47.40857565775514,36.000000000001364
1,2016307,121.82941732,24.6644333,25.828000000000003,2016.8387978142077,2.0377698238007724,46.28870123997331,42.000000000005144
2,2016308,121.82941732,24.66443332,25.839000000000002,2016.8415300546449,2.0243865437805653,48.503989819437265,53.00000000000438
3,2016309,121.82941736,24.6644333,25.818,2016.844262295082,6.086545472498983,46.31316149607301,32.00000000000358
4,2016310,121.82941735,24.66443331,25.828000000000003,2016.8469945355191,5.0676605314947665,47.41469072178006,42.000000000005144
5,2016311,121.82941732,24.66443333,25.83,2016.8497267759562,2.017694874666631,49.61163457483053,44.00000000000048
6,2016312,121.82941731,24.66443329,25.825,2016.8524590163934,1.0322682210244238,45.174941420555115,39.00000000000148
7,2016313,121.8294173,24.66443329,25.831999999999997,2016.8551912568305,0.020074949134141207,45.16882682219148,45.999999999999375
8,2016314,121.8294173,24.66443332,25.833000000000002,2016.8579234972678,0.0,48.4917601570487,47.00000000000415
9,2016315,121.82941731,24.66443334,25.83,2016.860655737705,0.9988099918700755,50.713163800537586,44.00000000000048
10,2016316,121.8294173,24.6644333,25.833000000000002,2016.863387978142,0.013383280020207167,46.27647157758474,47.00000000000415
11,2016317,121.82941736,24.66443328,25.826999999999998,2016.8661202185792,6.09992875251919,44.097871985286474,41.00000000000037
12,2016318,121.82941735,24.66443331,25.826999999999998,2016.8688524590164,5.0676605314947665,47.41469072178006,41.00000000000037
13,2016319,121.82941738,24.66443329,25.818,2016.8715846994535,8.117623685393482,45.217746403068304,32.00000000000358
14,2016320,121.82941736,24.66443329,25.826,2016.8743169398906,6.093237141612917,45.20551674067974,40.0000000000027
15,2016321,121.82941735,24.66443329,25.83,2016.877049180328,5.0810438697226346,45.199401676654816,44.00000000000048
16,2016322,121.82941738,24.66443329,25.824,2016.879781420765,8.117623685393482,45.217746403068304,38.00000000000381
17,2016323,121.82941736,24.6644333,25.826999999999998,2016.8825136612022,6.086545472498983,46.31316149607301,41.00000000000037
18,2016324,121.82941735,24.66443333,25.822,2016.8852459016393,5.054277251474559,49.62997976690531,36.000000000001364
19,2016325,121.82941738,24.6644333,25.83,2016.8879781420765,8.110932016279548,46.32539115846157,44.00000000000048
20,2016326,121.82941735,24.66443333,25.824,2016.8907103825136,5.054277251474559,49.62997976690531,38.00000000000381
21,2016327,121.82941737,24.66443331,25.839000000000002,2016.8934426229507,7.092047075275332,47.426920384168625,53.00000000000438
22,2016328,121.82941736,24.66443329,25.83,2016.896174863388,6.093237141612917,45.20551674067974,44.00000000000048
23,2016329,121.82941734,24.66443329,25.829,2016.8989071038252,4.068850597832352,45.19328661262989,43.000000000002814
24,2016330,121.82941734,24.66443329,25.828000000000003,2016.9016393442623,4.068850597832352,45.19328661262989,42.000000000005144
25,2016331,121.82941738,24.66443331,25.833000000000002,2016.9043715846994,8.104240347165614,47.43303544819355,47.00000000000415
26,2016332,121.82941735,24.66443332,25.825,2016.9071038251366,5.060968920588493,48.52233501151204,39.00000000000148
27,2016333,121.82941741,24.66443331,25.822,2016.9098360655737,11.140822723973542,47.451380640268326,36.000000000001364
28,2016334,121.8294174,24.66443331,25.828000000000003,2016.9125683060108,10.12862945208326,47.4452655762434,42.000000000005144
29,2016335,121.82941737,24.66443331,25.824,2016.9153005464482,7.092047075275332,47.426920384168625,38.00000000000381
30,2016336,121.82941736,24.6644333,25.822,2016.9180327868853,6.086545472498983,46.31316149607301,36.000000000001364
31,2016337,121.8294174,24.6644333,25.816,2016.9207650273224,10.135321121197194,46.33762128651142,30.000000000001137
32,2016338,121.82941738,24.66443331,25.831,2016.9234972677596,8.104240347165614,47.43303544819355,45.000000000001705
33,2016339,121.8294174,24.66443332,25.82,2016.9262295081967,10.121937782969326,48.55291033163667,34.00000000000247
34,2016340,121.82941739,24.66443333,25.818,2016.9289617486338,9.10305290017277,49.65443955734372,32.00000000000358
35,2016341,121.82941737,24.66443332,25.826999999999998,2016.931693989071,7.085355406161398,48.534564673900604,41.00000000000037
36,2016342,121.82941735,24.66443328,25.833000000000002,2016.9344262295083,5.087735480628908,44.09175692126155,47.00000000000415
37,2016343,121.82941736,24.66443326,25.826999999999998,2016.9371584699454,6.1133120325393975,41.88258294016123,41.00000000000037
38,2016344,121.82941733,24.66443329,25.826,2016.9398907103825,3.056654764804989,45.187171548604965,40.0000000000027
39,2016345,121.82941733,24.66443328,25.831,2016.9426229508197,3.0633463757112622,44.0795267932117,45.000000000001705
40,2016346,121.82941739,24.66443329,25.829,2016.9453551912568,9.129819518420845,45.22386146709323,43.000000000002814
41,2016347,121.82941744,24.66443327,25.822,2016.948087431694,14.204171660821885,43.03914727643132,36.000000000001364
42,2016348,121.82941739,24.6644333,25.819000000000003,2016.950819672131,9.123127849306911,46.331506222486496,33.0000000000048
43,2016349,121.82941737,24.66443331,25.820999999999998,2016.9535519125684,7.092047075275332,47.426920384168625,35.00000000000014
44,2016350,121.82941732,24.66443327,25.826999999999998,2016.9562841530055,2.0578447729349136,42.96576697379351,41.00000000000037
45,2016351,121.82941736,24.66443326,25.826999999999998,2016.9590163934427,6.1133120325393975,41.88258294016123,41.00000000000037
46,2016352,121.82941734,24.66443327,25.823,2016.9617486338798,4.082233877852559,42.977997567504644,37.000000000002586
47,2016353,121.82941734,24.66443326,25.815,2016.964480874317,4.088925546966493,41.87035281211138,29.000000000003467
