,date,lon,lat,vert,digit_date,E_mm,N_mm,U_mm
0,2016306,122.07962245,25.6281329,123.97399999999999,2016.8360655737704,5.030630505643785,21.706481464207172,37.99999999998249
1,2016307,122.07962244,25.6281329,123.98,2016.8387978142077,4.026308364700526,21.698295138776302,43.99999999999693
2,2016308,122.07962243,25.62813289,123.988,2016.8415300546449,3.031018830370158,20.582272671163082,51.9999999999925
3,2016309,122.07962246,25.62813288,123.98,2016.844262295082,6.053010234609246,19.498995039612055,43.99999999999693
4,2016310,122.07962242,25.62813289,123.99700000000001,2016.8469945355191,2.026699250563979,20.574086345732212,61.00000000000705
5,2016311,122.07962244,25.62813292,123.973,2016.8497267759562,4.008248157333583,23.91396788880229,36.99999999999193
6,2016312,122.07962241,25.62813288,123.98,2016.8524590163934,1.031409774441272,19.458063412457705,43.99999999999693
7,2016313,122.07962241,25.62813289,123.985,2016.8551912568305,1.0223796707578003,20.565900020301342,48.99999999999238
8,2016314,122.0796224,25.62813291,123.986,2016.8579234972678,0.0,22.773386910557747,49.99999999999716
9,2016315,122.0796224,25.62813291,123.98700000000001,2016.860655737705,0.0,22.773386910557747,51.00000000000193
10,2016316,122.0796224,25.6281329,123.979,2016.863387978142,0.009030045475810766,21.66555030271411,42.999999999992156
11,2016317,122.07962246,25.62813289,123.985,2016.8661202185792,6.043980130925775,20.606831647455692,48.99999999999238
12,2016318,122.07962245,25.62813291,123.98100000000001,2016.8688524590164,5.021600401960313,22.81431807205081,45.000000000001705
13,2016319,122.07962247,25.62813287,123.98,2016.8715846994535,7.066359859891236,18.399345222860575,43.99999999999693
14,2016320,122.07962247,25.62813286,123.988,2016.8743169398906,7.0753899635747075,17.29150814935565,51.9999999999925
15,2016321,122.07962245,25.62813288,123.99,2016.877049180328,5.0486906548030674,19.490808714181185,53.999999999987836
16,2016322,122.07962248,25.62813289,123.985,2016.879781420765,8.052619290538132,20.623204298317432,48.99999999999238
17,2016323,122.07962246,25.62813291,123.971,2016.8825136612022,6.025919923558831,22.82250439748168,34.99999999999659
18,2016324,122.07962244,25.62813291,123.98299999999999,2016.8852459016393,4.017278261017054,22.80613174661994,46.99999999998283
19,2016325,122.07962247,25.6281329,123.986,2016.8879781420765,7.039269607048482,21.722854115068913,49.99999999999716
20,2016326,122.07962243,25.62813294,123.98100000000001,2016.8907103825136,2.9858684283681214,26.121454779058695,45.000000000001705
21,2016327,122.07962246,25.6281329,123.98899999999999,2016.8934426229507,6.034950027242303,21.714667789638042,52.99999999998306
22,2016328,122.07962244,25.62813289,123.986,2016.896174863388,4.035338410176337,20.590458996593952,49.99999999999716
23,2016329,122.07962243,25.6281329,123.98200000000001,2016.8989071038252,3.021988784894347,21.690108813345432,46.00000000000648
24,2016330,122.07962242,25.6281329,123.976,2016.9016393442623,2.0176692050881684,21.681922487914562,39.99999999999204
25,2016331,122.07962247,25.6281329,123.98700000000001,2016.9043715846994,7.039269607048482,21.722854115068913,51.00000000000193
26,2016332,122.07962244,25.6281329,123.984,2016.9071038251366,4.026308364700526,21.698295138776302,47.99999999998761
27,2016333,122.07962248,25.6281329,123.98200000000001,2016.9098360655737,8.04358918685466,21.731040440499783,46.00000000000648
28,2016334,122.0796225,25.62813292,123.986,2016.9125683060108,10.034170700237155,23.963085375726223,49.99999999999716
29,2016335,122.07962246,25.62813289,123.986,2016.9153005464482,6.043980130925775,20.606831647455692,49.99999999999716
30,2016336,122.07962246,25.6281329,123.978,2016.9180327868853,6.034950027242303,21.714667789638042,41.99999999998738
31,2016337,122.07962249,25.6281329,123.97399999999999,2016.9207650273224,9.04791132779792,21.739226765930653,37.99999999998249
32,2016338,122.07962248,25.62813291,123.986,2016.9234972677596,8.034559083171189,22.83887704834342,49.99999999999716
33,2016339,122.07962249,25.62813291,123.96799999999999,2016.9262295081967,9.038881224114448,22.84706337377429,31.999999999982265
34,2016340,122.07962247,25.62813293,123.98,2016.9289617486338,7.012179354205728,25.046363472938538,43.99999999999693
35,2016341,122.07962247,25.62813293,123.97399999999999,2016.931693989071,7.012179354205728,25.046363472938538,37.99999999998249
36,2016342,122.07962244,25.62813289,123.984,2016.9344262295083,4.035338410176337,20.590458996593952,47.99999999998761
37,2016343,122.07962245,25.62813289,123.978,2016.9371584699454,5.039660551119596,20.598645322024822,41.99999999998738
38,2016344,122.07962243,25.62813288,123.98,2016.9398907103825,3.0400489340536296,19.474436063319445,43.99999999999693
39,2016345,122.07962245,25.6281329,123.978,2016.9426229508197,5.030630505643785,21.706481464207172,41.99999999998738
40,2016346,122.07962249,25.6281329,123.977,2016.9453551912568,9.04791132779792,21.739226765930653,40.99999999999682
41,2016347,122.07962253,25.62813288,123.98200000000001,2016.948087431694,13.083249796181917,19.556299317628145,46.00000000000648
42,2016348,122.07962247,25.6281329,123.976,2016.950819672131,7.039269607048482,21.722854115068913,39.99999999999204
43,2016349,122.07962246,25.62813292,123.98,2016.9535519125684,6.0168898780830204,23.930340074002743,43.99999999999693
44,2016350,122.07962241,25.62813289,123.984,2016.9562841530055,1.0223796707578003,20.565900020301342,47.99999999998761
45,2016351,122.07962243,25.62813286,123.979,2016.9590163934427,3.058109083212912,17.258763313293457,42.999999999992156
46,2016352,122.07962243,25.62813287,123.98700000000001,2016.9617486338798,3.0490789795294404,18.366600386798382,51.00000000000193
47,2016353,122.07962242,25.62813286,123.978,2016.964480874317,2.0537895034067333,17.250576987862587,41.99999999998738
48,2016354,122.07962244,25.62813284,123.976,2016.967213114754,4.080488812178373,15.051276423037052,39.99999999999204
49,2016355,122.0796225,25.62813291,123.962,2016.9699453551912,10.043200803920627,22.85524969920516,25.99999999999625
50,2016356,122.07962244,25.62813288,123.986,2016.9726775956285,4.0443685138598084,19.482622388750315,49.99999999999716
51,2016357,122.07962249,25.62813289,123.98200000000001,2016.9754098360656,9.05694137327373,20.631390623748302,46.00000000000648
52,2016358,122.07962247,25.62813292,123.985,2016.9781420765028,7.021209457889199,23.938526399433613,48.99999999999238
53,2016359,122.07962247,25.62813292,123.988,2016.98087431694,7.021209457889199,23.938526399433613,51.9999999999925
54,2016360,122.07962249,25.62813292,123.973,2016.983606557377,9.029851178638637,23.954899050295353,36.99999999999193
55,2016361,122.0796225,25.62813287,123.98,2016.9863387978141,10.079321102239192,18.423904199153185,43.99999999999693
56,2016362,122.07962247,25.62813289,123.98,2016.9890710382513,7.0482996525242925,20.615017972886562,43.99999999999693
57,2016363,122.07962242,25.62813287,123.98899999999999,2016.9918032786886,2.0447594579309225,18.35841406136751,52.99999999998306
58,2016364,122.07962241,25.62813287,123.98299999999999,2016.9945355191257,1.0404398781247437,18.35022773593664,46.99999999998283
59,2016365,122.07962243,25.62813287,123.98200000000001,2016.9972677595629,3.0490789795294404,18.366600386798382,46.00000000000648
60,2016366,122.07962244,25.62813284,123.985,2017.0,4.080488812178373,15.051276423037052,48.99999999999238
61,2017001,122.07962243,25.62813289,123.99,2017.0027397260274,3.031018830370158,20.582272671163082,53.999999999987836
62,2017002,122.07962246,25.62813288,123.984,2017.0054794520547,6.053010234609246,19.498995039612055,47.99999999998761
63,2017003,122.07962245,25.62813287,123.979,2017.0082191780823,5.057720700278878,18.382973037660122,42.999999999992156
64,2017004,122.07962245,25.62813288,123.994,2017.0109589041097,5.0486906548030674,19.490808714181185,57.999999999992724
65,2017005,122.079623,25.6281327,123.936,2017.013698630137,60.44883688446134,0.0,0.0
66,2017006,122.07962247,25.62813286,123.97399999999999,2017.0164383561644,7.0753899635747075,17.29150814935565,37.99999999998249
67,2017007,122.07962247,25.62813288,123.98299999999999,2017.0191780821917,7.057329756207764,19.507181365042925,46.99999999998283
68,2017008,122.07962245,25.62813288,123.985,2017.021917808219,5.0486906548030674,19.490808714181185,48.99999999999238
69,2017009,122.07962247,25.6281329,123.98100000000001,2017.0246575342467,7.039269607048482,21.722854115068913,45.000000000001705
70,2017010,122.07962249,25.6281329,123.975,2017.027397260274,9.04791132779792,21.739226765930653,38.99999999998727
71,2017011,122.07962249,25.62813289,123.985,2017.0301369863014,9.05694137327373,20.631390623748302,48.99999999999238
72,2017012,122.07962251,25.6281329,123.98700000000001,2017.0328767123287,11.056550429202616,21.755599416792393,51.00000000000193
73,2017013,122.07962249,25.62813291,123.98299999999999,2017.035616438356,9.038881224114448,22.84706337377429,46.99999999998283
74,2017014,122.07962249,25.62813288,123.98,2017.0383561643835,9.065971476957202,19.523553550243378,43.99999999999693
75,2017015,122.07962247,25.62813293,123.988,2017.041095890411,7.012179354205728,25.046363472938538,51.9999999999925
76,2017016,122.07962247,25.62813291,123.985,2017.0438356164384,7.030239561572671,22.83069072291255,48.99999999999238
77,2017017,122.0796225,25.62813289,123.986,2017.0465753424658,10.061260953079909,20.639576483517885,49.99999999999716
78,2017018,122.07962248,25.62813289,123.98700000000001,2017.0493150684931,8.052619290538132,20.623204298317432,51.00000000000193
79,2017019,122.07962248,25.62813289,123.978,2017.0520547945205,8.052619290538132,20.623204298317432,41.99999999998738
80,2017020,122.0796225,25.62813288,123.977,2017.054794520548,10.07029105676338,19.531739875674248,40.99999999999682
81,2017021,122.07962251,25.62813286,123.979,2017.0575342465754,11.092670785728842,17.32425345107913,42.999999999992156
82,2017022,122.07962247,25.62813289,123.978,2017.0602739726028,7.0482996525242925,20.615017972886562,41.99999999998738
83,2017023,122.07962249,25.62813288,123.98100000000001,2017.0630136986301,9.065971476957202,19.523553550243378,45.000000000001705
84,2017024,122.0796225,25.62813288,123.98100000000001,2017.0657534246575,10.07029105676338,19.531739875674248,45.000000000001705
85,2017025,122.07962245,25.62813285,123.978,2017.0684931506848,5.075780849438161,16.167299821972847,41.99999999998738
86,2017026,122.07962245,25.62813284,123.98100000000001,2017.0712328767124,5.084810953121632,15.059462748467922,45.000000000001705
87,2017027,122.07962247,25.62813284,123.979,2017.0739726027398,7.09345011273399,15.075835399329662,42.999999999992156
88,2017028,122.07962244,25.62813287,123.984,2017.0767123287671,4.05339861754328,18.374786712229252,47.99999999998761
89,2017029,122.07962247,25.62813287,123.98200000000001,2017.0794520547945,7.066359859891236,18.399345222860575,46.00000000000648
90,2017030,122.07962246,25.62813287,123.977,2017.0821917808219,6.062040280085057,18.391159363090992,40.99999999999682
91,2017031,122.07962254,25.6281329,123.985,2017.0849315068492,14.069511729758233,21.780158393085003,48.99999999999238
92,2017032,122.07962248,25.62813288,123.979,2017.0876712328768,8.061649336013943,19.515367224812508,42.999999999992156
93,2017033,122.07962247,25.62813286,123.985,2017.0904109589042,7.0753899635747075,17.29150814935565,48.99999999999238
94,2017034,122.07962247,25.62813285,123.986,2017.0931506849315,7.084420009050518,16.183672472834587,49.99999999999716
95,2017035,122.07962247,25.62813285,123.98299999999999,2017.0958904109589,7.084420009050518,16.183672472834587,46.99999999998283
96,2017036,122.07962251,25.62813288,123.976,2017.0986301369862,11.07461063656956,19.539926201105118,39.99999999999204
97,2017037,122.07962247,25.62813286,123.985,2017.1013698630136,7.0753899635747075,17.29150814935565,48.99999999999238
98,2017038,122.07962246,25.62813287,123.98200000000001,2017.1041095890412,6.062040280085057,18.391159363090992,46.00000000000648
99,2017039,122.07962251,25.62813287,123.975,2017.1068493150685,11.083640740253031,18.432090524584055,38.99999999998727
100,2017040,122.07962252,25.62813288,123.978,2017.109589041096,12.078930216375738,19.548112992197275,41.99999999998738
101,2017041,122.07962253,25.62813288,123.98100000000001,2017.1123287671232,13.083249796181917,19.556299317628145,45.000000000001705
102,2017042,122.07962249,25.62813289,123.979,2017.1150684931506,9.05694137327373,20.631390623748302,42.999999999992156
103,2017043,122.07962249,25.62813285,123.978,2017.1178082191782,9.093061729799956,16.200045123696327,41.99999999998738
104,2017044,122.07962246,25.62813286,123.978,2017.1205479452055,6.071070383768529,17.28332182392478,41.99999999998738
105,2017045,122.07962247,25.62813286,123.98,2017.123287671233,7.0753899635747075,17.29150814935565,43.99999999999693
106,2017046,122.07962249,25.62813285,123.979,2017.1260273972603,9.093061729799956,16.200045123696327,42.999999999992156
107,2017047,122.07962249,25.62813285,123.977,2017.1287671232876,9.093061729799956,16.200045123696327,40.99999999999682
108,2017048,122.07962248,25.62813284,123.971,2017.131506849315,8.097769692540169,15.084021724760532,34.99999999999659
109,2017049,122.07962248,25.62813285,123.98100000000001,2017.1342465753426,8.088739588856697,16.191858798265457,45.000000000001705
110,2017050,122.07962256,25.62813289,123.977,2017.13698630137,16.0871809348464,20.688694901764393,40.99999999999682
111,2017051,122.07962248,25.62813286,123.969,2017.1397260273973,8.079709485173225,17.29969447478652,32.99999999998704
112,2017052,122.07962257,25.62813287,123.975,2017.1424657534246,17.109560722019523,18.481208477169275,38.99999999998727
113,2017053,122.07962256,25.6281329,123.98,2017.145205479452,16.07815088937059,21.796531043946743,43.99999999999693
114,2017054,122.07962251,25.62813291,123.98100000000001,2017.1479452054793,11.047520383726805,22.86343602463603,45.000000000001705
115,2017055,122.07962255,25.62813291,123.98200000000001,2017.150684931507,15.06480120588094,22.89618132635951,46.00000000000648
116,2017056,122.07962254,25.62813293,123.965,2017.1534246575343,14.042421476915479,25.103668216615915,28.999999999996362
117,2017057,122.07962257,25.62813289,123.975,2017.1561643835616,17.09150051465258,20.696881227195263,38.99999999998727
118,2017058,122.07962255,25.62813289,123.971,2017.158904109589,15.082861413247883,20.680508576333523,34.99999999999659
119,2017059,122.07962251,25.62813288,123.977,2017.1616438356164,11.07461063656956,19.539926201105118,40.99999999999682
120,2017060,122.0796225,25.62813286,123.98,2017.164383561644,10.088351205922663,17.31606712564826,43.99999999999693
121,2017061,122.0796225,25.62813286,123.979,2017.1671232876713,10.088351205922663,17.31606712564826,42.999999999992156
122,2017062,122.07962252,25.62813288,123.975,2017.1698630136987,12.078930216375738,19.548112992197275,38.99999999998727
123,2017063,122.07962251,25.62813285,123.97200000000001,2017.172602739726,11.101700831204653,16.216417774558067,36.000000000001364
124,2017064,122.07962249,25.62813286,123.96799999999999,2017.1753424657534,9.084031626116484,17.30788080021739,31.999999999982265
125,2017065,122.07962249,25.62813287,123.979,2017.1780821917807,9.075001580640674,18.415717873722315,42.999999999992156
126,2017066,122.0796225,25.62813286,123.97399999999999,2017.1808219178083,10.088351205922663,17.31606712564826,37.99999999998249
127,2017067,122.07962257,25.6281329,123.978,2017.1835616438357,17.08247046917677,21.804717369377613,41.99999999998738
128,2017068,122.07962256,25.62813291,123.984,2017.186301369863,16.06912078568712,22.90436765179038,47.99999999998761
129,2017069,122.07962257,25.62813289,123.98,2017.1890410958904,17.09150051465258,20.696881227195263,43.99999999999693
130,2017070,122.07962257,25.62813291,123.973,2017.1917808219177,17.073440365493298,22.91255397722125,36.99999999999193
131,2017071,122.0796226,25.6281329,123.97,2017.194520547945,20.095431711524725,21.829276345670223,33.999999999991815
132,2017072,122.07962259,25.62813289,123.969,2017.1972602739727,19.100142235402018,20.713253878057003,32.99999999998704
133,2017073,122.0796225,25.62813286,123.988,2017.2,10.088351205922663,17.31606712564826,51.9999999999925
134,2017074,122.07962251,25.62813287,123.979,2017.2027397260274,11.083640740253031,18.432090524584055,42.999999999992156
135,2017075,122.07962251,25.62813288,123.979,2017.2054794520548,11.07461063656956,19.539926201105118,42.999999999992156
136,2017076,122.07962251,25.62813285,123.978,2017.2082191780821,11.101700831204653,16.216417774558067,41.99999999998738
137,2017077,122.0796225,25.62813287,123.969,2017.2109589041097,10.079321102239192,18.423904199153185,32.99999999998704
138,2017078,122.07962256,25.6281329,123.97,2017.213698630137,16.07815088937059,21.796531043946743,33.999999999991815
139,2017079,122.0796226,25.62813287,123.975,2017.2164383561644,20.12252196436748,18.505767453461885,38.99999999998727
140,2017080,122.07962251,25.62813284,123.98,2017.2191780821918,11.110730934888124,15.108580235391855,43.99999999999693
141,2017081,122.07962252,25.62813286,123.975,2017.2219178082191,12.09699036553502,17.332440242171288,38.99999999998727
142,2017082,122.07962252,25.62813287,123.969,2017.2246575342465,12.08796026185155,18.440277315676212,32.99999999998704
143,2017083,122.07962253,25.62813284,123.97200000000001,2017.227397260274,13.119370094500482,15.124953351914883,36.000000000001364
144,2017084,122.07962252,25.62813286,123.97200000000001,2017.2301369863014,12.09699036553502,17.332440242171288,36.000000000001364
145,2017085,122.07962252,25.62813284,123.98100000000001,2017.2328767123288,12.115050572901964,15.116767026484013,45.000000000001705
146,2017086,122.07962252,25.62813286,123.98200000000001,2017.2356164383561,12.09699036553502,17.332440242171288,46.00000000000648
147,2017087,122.0796226,25.62813286,123.98100000000001,2017.2383561643835,20.13155206805095,17.39793037995696,45.000000000001705
148,2017088,122.07962259,25.62813288,123.975,2017.2410958904109,19.10917233908549,19.60541680455208,38.99999999998727
149,2017089,122.07962262,25.62813287,123.98,2017.2438356164384,22.131161123979837,18.522140104323626,43.99999999999693
150,2017090,122.07962256,25.6281329,123.975,2017.2465753424658,16.07815088937059,21.796531043946743,38.99999999998727
151,2017091,122.07962261,25.62813285,123.973,2017.2493150684932,21.1449017515406,16.298281028866768,36.99999999999193
152,2017092,122.07962258,25.62813287,123.977,2017.2520547945205,18.113882862962782,18.489394802600145,40.99999999999682
153,2017093,122.07962257,25.62813285,123.98,2017.2547945205479,17.127620871178806,16.265535727143288,43.99999999999693
154,2017094,122.07962255,25.62813285,123.97200000000001,2017.2575342465752,15.118981711566448,16.249163076281548,36.000000000001364
155,2017095,122.07962261,25.62813284,123.98200000000001,2017.2602739726028,21.153931797016412,15.190443489700556,46.00000000000648
156,2017096,122.07962254,25.62813285,123.978,2017.2630136986302,14.11466213176027,16.240976750850677,41.99999999998738
157,2017097,122.07962254,25.62813285,123.97399999999999,2017.2657534246575,14.11466213176027,16.240976750850677,37.99999999998249
158,2017098,122.07962254,25.62813286,123.976,2017.268493150685,14.105632086284459,17.348812893033028,39.99999999999204
159,2017099,122.07962253,25.62813285,123.971,2017.2712328767122,13.11033999081701,16.232790425419807,34.99999999999659
160,2017100,122.07962253,25.62813284,123.975,2017.2739726027398,13.119370094500482,15.124953351914883,38.99999999998727
161,2017101,122.07962263,25.62813291,123.975,2017.2767123287672,23.09936290839687,22.961671464145184,38.99999999998727
162,2017102,122.07962257,25.6281329,123.985,2017.2794520547945,17.08247046917677,21.804717369377613,48.99999999999238
163,2017103,122.0796226,25.6281329,123.975,2017.282191780822,20.095431711524725,21.829276345670223,38.99999999998727
164,2017104,122.07962258,25.62813291,123.973,2017.2849315068493,18.077762506436557,22.92074030265212,36.99999999999193
165,2017105,122.07962262,25.62813288,123.96600000000001,2017.2876712328766,22.122131078504026,19.62997578084469,30.000000000001137
